111	366	1
111	520	1
111	985	1
111	1000	1
111	1490	1
111	1588	1
111	1949	2
111	1988	2
135	142	2
135	152	1
135	218	1
135	233	1
135	292	1
135	366	1
135	369	2
135	551	4
135	580	2
135	584	1
135	657	1
135	667	2
135	675	1
135	679	1
135	727	1
135	838	2
135	918	2
135	986	1
135	988	2
135	993	1
135	1000	7
135	1072	2
135	1077	1
135	1089	1
135	1122	2
135	1145	1
135	1394	1
135	1416	1
135	1523	1
135	1527	2
135	1710	3
135	1730	2
135	1731	2
135	1750	1
135	1810	1
135	1830	1
135	1839	2
135	1856	6
135	1919	1
135	1949	10
135	1969	1
135	2029	2
135	2041	2
135	2061	1
135	2074	1
135	2104	1
135	2127	2
135	2139	3
142	152	2
142	253	1
142	355	1
142	366	2
142	369	3
142	370	1
142	518	1
142	547	1
142	636	1
142	674	1
142	788	1
142	789	1
142	830	1
142	870	1
142	988	1
142	1000	5
142	1030	1
142	1145	1
142	1207	2
142	1416	2
142	1420	1
142	1533	1
142	1588	1
142	1710	1
142	1731	1
142	1750	1
142	1810	1
142	1819	2
142	1830	1
142	1839	1
142	1949	8
142	1951	1
142	1969	1
152	311	1
152	366	1
152	370	3
152	515	1
152	674	1
152	830	1
152	988	1
152	1000	5
152	1076	1
152	1145	1
152	1207	1
152	1588	1
152	1819	2
152	1935	3
152	1949	4
152	1988	1
152	2041	2
198	311	1
198	366	1
198	617	1
198	985	1
198	1490	1
198	1730	1
198	1949	1
198	1969	1
218	233	2
218	297	1
218	657	1
218	674	1
218	727	3
218	1000	1
218	1072	1
218	1710	1
218	1745	1
218	1949	3
218	1950	1
233	297	1
233	515	1
233	674	1
233	675	1
233	679	1
233	727	1
233	1589	1
233	1674	1
233	1750	1
233	1949	4
233	1950	1
233	1967	1
233	2061	1
233	2127	1
253	311	1
253	580	1
253	674	1
253	679	1
253	1077	1
253	1089	1
253	1416	1
253	1588	1
253	1949	2
253	2061	1
266	457	1
266	515	1
266	518	1
266	536	1
266	667	1
266	679	1
266	993	1
266	1000	1
266	1072	1
266	1076	1
266	1394	1
266	1710	1
266	1736	1
266	1859	1
266	1949	3
292	518	1
292	551	1
292	838	1
292	1000	3
292	1416	1
292	1420	1
292	1710	1
292	1750	1
292	1810	1
292	1839	1
292	1856	2
292	1949	3
292	1950	1
292	1951	1
292	1988	1
292	2074	1
292	2139	1
297	355	1
297	993	1
297	1433	1
297	1490	1
297	1830	1
297	1949	4
311	520	1
311	636	1
311	674	1
311	679	1
311	830	1
311	1000	4
311	1030	1
311	1089	2
311	1145	2
311	1354	1
311	1420	1
311	1588	1
311	1819	1
311	1903	1
311	1949	6
311	1969	1
311	2061	1
311	2104	1
355	369	1
355	618	1
355	691	1
355	1000	1
355	1949	2
355	1951	1
366	370	1
366	515	1
366	518	1
366	520	1
366	551	1
366	636	1
366	667	1
366	788	1
366	789	2
366	986	1
366	988	1
366	993	1
366	1000	2
366	1076	1
366	1207	1
366	1416	1
366	1420	1
366	1533	1
366	1588	1
366	1710	1
366	1730	1
366	1736	1
366	1750	2
366	1756	1
366	1775	2
366	1810	1
366	1819	1
366	1830	1
366	1856	1
366	1871	1
366	1949	4
366	1969	2
366	1988	1
366	2016	1
366	2104	1
369	674	2
369	1077	1
369	1272	1
369	1731	1
369	1810	1
369	1949	5
369	1950	1
369	1951	2
370	985	1
370	988	1
370	1000	3
370	1076	1
370	1207	1
370	1490	1
370	1819	1
370	1830	1
370	1871	2
370	1919	1
370	1949	1
402	403	4
402	515	1
402	536	1
402	580	1
402	667	1
402	775	2
402	1000	1
402	1072	1
402	1076	1
402	1433	1
402	1731	1
402	1736	1
402	1750	1
402	1949	7
403	580	1
403	775	3
403	830	1
403	1072	1
403	1076	1
403	1750	1
403	1919	1
403	1949	5
457	460	3
457	580	2
457	667	1
457	674	1
457	838	1
457	885	1
457	986	1
457	1030	1
457	1089	1
457	1394	2
457	1433	1
457	1563	1
457	1710	1
457	1730	1
457	1949	3
457	1950	1
457	2074	1
460	580	2
460	667	1
460	838	1
460	986	1
460	988	1
460	1272	1
460	1394	2
460	1433	1
460	1710	1
460	1730	1
460	1949	4
460	1950	1
460	2139	1
508	515	1
508	518	1
508	547	2
508	618	1
508	679	1
508	1000	1
508	1433	1
508	1859	1
508	1935	2
508	1949	5
508	1951	1
508	2061	1
508	2074	1
515	518	1
515	536	2
515	551	1
515	679	2
515	1076	2
515	1433	1
515	1736	4
515	1859	2
515	1935	1
515	1949	6
515	2041	1
515	2074	1
518	536	1
518	551	1
518	580	1
518	667	1
518	675	1
518	679	2
518	788	1
518	1000	1
518	1072	1
518	1076	1
518	1077	2
518	1394	1
518	1416	1
518	1523	1
518	1533	1
518	1588	1
518	1710	2
518	1949	6
518	1950	1
518	1951	1
518	1969	1
518	2074	1
520	551	1
520	727	1
520	1000	2
520	1089	1
520	1710	1
520	1949	1
520	2016	1
536	551	1
536	667	1
536	775	1
536	1072	1
536	1076	1
536	1433	2
536	1736	2
536	1859	1
536	1949	4
536	1950	1
536	2041	1
547	617	1
547	618	3
547	674	1
547	1000	1
547	1433	1
547	1919	1
547	1935	2
547	1949	4
551	617	1
551	679	1
551	727	1
551	830	1
551	838	1
551	918	1
551	986	1
551	1000	3
551	1072	1
551	1077	1
551	1089	1
551	1122	2
551	1145	3
551	1416	1
551	1533	1
551	1588	1
551	1710	1
551	1736	1
551	1750	1
551	1756	1
551	1775	1
551	1810	3
551	1856	4
551	1859	1
551	1949	5
551	2029	1
551	2041	1
551	2074	1
551	2127	1
551	2132	2
551	2139	2
580	584	2
580	674	1
580	727	1
580	788	2
580	789	2
580	838	1
580	885	1
580	918	1
580	1000	1
580	1030	1
580	1072	1
580	1076	1
580	1089	2
580	1272	1
580	1354	1
580	1394	2
580	1416	2
580	1420	1
580	1433	1
580	1533	1
580	1563	1
580	1710	2
580	1730	1
580	1856	2
580	1859	1
580	1949	7
580	1967	1
580	1969	2
580	2061	1
580	2074	1
580	2104	2
580	2139	1
584	870	1
584	918	1
584	1000	2
584	1089	1
584	1433	1
584	1589	1
584	1710	1
584	1730	1
584	1830	1
584	1856	1
584	1859	1
584	1949	2
584	2041	1
617	618	1
617	1000	1
617	1433	1
617	1523	1
617	1527	1
617	1533	1
617	1750	1
617	1949	4
617	2132	1
618	1000	1
618	1433	1
618	1919	1
618	1935	1
618	1949	4
624	657	1
624	1272	1
624	1674	1
624	1903	1
624	2132	1
636	675	1
636	679	1
636	691	1
636	985	1
636	1000	1
636	1354	1
636	1490	1
636	1730	1
636	1750	1
636	1819	1
636	1830	1
636	1871	1
636	1903	2
636	1935	1
636	1949	2
636	1969	1
657	727	1
657	838	1
657	918	3
657	1000	1
657	1433	1
657	1856	1
657	1859	1
657	1949	2
657	2029	1
657	2132	1
667	675	2
667	838	1
667	988	2
667	993	1
667	1000	1
667	1072	1
667	1076	1
667	1394	1
667	1533	1
667	1731	1
667	1750	1
667	1830	1
667	1919	1
667	1935	1
667	1949	3
667	1969	1
667	2029	1
667	2041	2
674	675	1
674	679	1
674	727	1
674	830	2
674	885	1
674	1000	1
674	1030	1
674	1089	1
674	1145	2
674	1272	1
674	1563	1
674	1588	3
674	1750	1
674	1819	1
674	1839	1
674	1949	4
674	1950	2
674	1951	1
674	2061	1
675	830	1
675	988	1
675	1000	2
675	1145	2
675	1394	1
675	1588	1
675	1750	7
675	1830	1
675	1919	1
675	1935	1
675	1949	4
675	1951	1
675	2041	1
675	2127	1
679	691	1
679	985	1
679	993	1
679	1000	2
679	1077	1
679	1394	1
679	1416	2
679	1533	1
679	1588	2
679	1710	2
679	1819	1
679	1856	1
679	1871	1
679	1949	5
679	1950	1
679	1969	1
679	2061	1
679	2074	1
679	2127	1
691	1871	1
691	1949	2
691	1969	1
727	789	1
727	1072	1
727	1710	2
727	1949	1
727	1950	1
775	789	1
775	830	1
775	1072	1
775	1433	1
775	1750	1
775	1919	1
775	1949	4
775	1950	1
775	1988	1
788	789	2
788	838	1
788	1420	2
788	1533	1
788	1730	1
788	1949	1
788	1969	4
789	838	1
789	986	1
789	1072	1
789	1207	1
789	1416	1
789	1420	2
789	1533	2
789	1710	1
789	1949	1
789	1969	2
830	1000	1
830	1089	1
830	1145	3
830	1588	2
830	1750	2
830	1756	1
830	1819	2
830	1919	1
830	1949	3
838	918	1
838	1000	2
838	1394	1
838	1420	1
838	1533	1
838	1810	1
838	1856	2
838	1949	1
838	1969	1
838	2029	1
838	2074	1
870	1000	1
870	1030	1
870	1089	1
870	1207	2
870	1394	1
870	1416	1
870	1589	1
870	1710	1
870	1730	1
870	1949	1
885	1030	1
885	1089	1
885	1563	1
885	1949	2
918	1000	1
918	1416	1
918	1433	2
918	1523	1
918	1527	1
918	1533	1
918	1810	1
918	1856	4
918	1859	2
918	1949	3
918	2029	2
918	2139	3
985	1076	1
985	1490	5
985	1935	1
985	1949	4
986	1072	1
986	1207	2
986	1416	1
986	1433	1
986	1523	1
986	1533	1
986	1563	1
986	1710	1
986	1819	1
986	1903	1
986	1949	2
986	1950	1
988	993	1
988	1000	1
988	1207	1
988	1710	1
988	1830	1
988	1919	1
988	1949	1
988	1969	1
988	2041	1
993	1000	1
993	1077	2
993	1490	1
993	1710	1
993	1969	1
1000	1030	2
1000	1089	2
1000	1145	2
1000	1207	2
1000	1394	1
1000	1416	1
1000	1420	1
1000	1523	1
1000	1527	1
1000	1563	1
1000	1588	2
1000	1710	3
1000	1730	1
1000	1731	1
1000	1745	1
1000	1750	3
1000	1810	1
1000	1819	3
1000	1830	3
1000	1839	2
1000	1856	4
1000	1935	1
1000	1949	14
1000	1950	1
1000	1988	3
1000	2016	1
1000	2029	3
1000	2041	2
1000	2074	1
1000	2127	1
1000	2132	2
1000	2139	1
1030	1089	1
1030	1207	1
1030	1523	1
1030	1563	1
1030	1731	1
1030	1949	2
1072	1076	2
1072	1710	1
1072	1949	2
1076	1490	1
1076	1563	1
1076	1730	1
1076	1736	1
1076	1935	2
1076	1949	6
1076	1988	1
1077	1416	1
1077	1523	1
1077	1533	1
1077	1588	1
1077	1710	1
1077	1949	2
1089	1122	1
1089	1145	1
1089	1416	1
1089	1523	1
1089	1563	1
1089	1589	1
1089	1710	2
1089	1730	2
1089	1750	1
1089	1756	1
1089	1949	2
1089	2139	1
1122	1589	1
1122	1710	1
1122	1730	1
1122	1949	1
1122	2029	1
1122	2127	1
1122	2139	2
1145	1588	2
1145	1750	3
1145	1756	1
1145	1775	1
1145	1819	1
1145	1856	1
1145	1949	5
1145	1951	1
1145	2104	1
1207	1416	2
1207	1533	1
1207	1563	1
1207	1949	2
1272	1354	1
1272	1394	1
1272	1949	2
1272	2139	1
1354	1394	1
1354	1416	1
1354	1420	1
1354	1710	1
1354	1856	1
1354	1903	1
1354	1949	2
1354	1967	1
1354	2104	1
1394	1416	1
1394	1730	1
1394	1856	2
1394	1949	3
1394	1967	1
1394	2104	1
1394	2139	1
1416	1533	5
1416	1588	3
1416	1674	2
1416	1710	1
1416	1856	3
1416	1949	5
1416	2139	2
1420	1533	1
1420	1710	2
1420	1750	1
1420	1949	2
1420	1969	3
1433	1736	1
1433	1859	3
1433	1949	10
1433	1950	2
1433	1951	2
1433	2061	1
1490	1935	1
1490	1949	3
1523	1527	2
1523	1533	1
1523	1710	1
1523	1731	1
1523	1819	1
1523	1949	2
1523	2016	1
1523	2074	1
1527	1710	1
1527	1730	1
1527	1750	1
1527	1839	1
1527	1949	2
1533	1588	3
1533	1674	2
1533	1710	2
1533	1856	1
1533	1871	1
1533	1949	2
1533	1969	1
1533	2139	1
1563	1775	1
1563	1949	3
1563	2074	1
1588	1674	2
1588	1710	1
1588	1750	1
1588	1819	1
1588	1949	1
1588	1988	1
1588	2061	1
1589	1710	1
1589	1730	1
1589	1750	1
1674	1967	2
1674	2061	1
1710	1730	4
1710	1750	1
1710	1839	1
1710	1903	1
1710	1949	5
1710	2016	2
1710	2074	1
1710	2139	1
1730	1839	1
1730	1903	1
1730	1935	1
1730	1949	3
1730	1988	1
1730	2139	1
1731	1949	2
1736	1775	1
1736	1859	2
1736	1949	3
1736	2041	1
1745	1750	2
1745	1756	1
1745	1949	3
1750	1756	2
1750	1775	1
1750	1810	1
1750	1935	1
1750	1949	12
1750	1951	1
1750	2016	2
1750	2104	1
1750	2127	1
1756	1949	1
1775	1810	1
1775	1856	1
1775	1949	1
1775	1951	1
1775	2074	1
1810	1856	3
1810	1949	2
1810	2074	1
1810	2139	1
1819	1830	1
1819	1949	2
1830	1919	1
1830	1949	1
1830	2041	2
1830	2132	1
1839	1949	5
1839	1988	1
1856	1935	1
1856	1949	2
1856	1967	1
1856	1988	1
1856	2029	3
1856	2074	1
1856	2104	1
1856	2139	5
1859	1903	1
1859	1949	4
1859	1951	1
1859	2029	1
1859	2041	1
1859	2061	1
1859	2132	1
1871	1949	2
1871	1969	1
1903	2132	1
1919	1949	5
1919	2041	1
1935	1949	10
1935	1988	2
1935	2029	1
1935	2041	1
1935	2127	1
1935	2139	1
1949	1950	4
1949	1951	5
1949	1969	2
1949	1988	4
1949	2016	3
1949	2029	1
1949	2041	1
1949	2061	2
1949	2074	4
1949	2104	3
1949	2127	5
1949	2132	2
1949	2139	3
1950	1951	2
1950	2127	1
1951	2061	1
1951	2127	1
1967	2061	2
1967	2104	1
1988	2029	1
1988	2139	1
2016	2074	1
2029	2041	1
2029	2139	2
2061	2104	1
2127	2139	1
